REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,01-01-2020 00:30,4185.32,64.76,TRADE
VIC1,01-01-2020 01:00,4057.68,63.36,TRADE
VIC1,01-01-2020 01:30,3954.85,65.21,TRADE
VIC1,01-01-2020 02:00,3792.25,64.45,TRADE
VIC1,01-01-2020 02:30,3689.33,63.23,TRADE
VIC1,01-01-2020 03:00,3602.61,61.91,TRADE
VIC1,01-01-2020 03:30,3550.62,61.18,TRADE
VIC1,01-01-2020 04:00,3504.19,58.32,TRADE
VIC1,01-01-2020 04:30,3491.36,53.75,TRADE
VIC1,01-01-2020 05:00,3483.63,51.03,TRADE
VIC1,01-01-2020 05:30,3497.77,53.33,TRADE
VIC1,01-01-2020 06:00,3511.44,50.61,TRADE
VIC1,01-01-2020 06:30,3540.62,41.15,TRADE
VIC1,01-01-2020 07:00,3514.43,33.37,TRADE
VIC1,01-01-2020 07:30,3423.34,38.07,TRADE
VIC1,01-01-2020 08:00,3396.71,35.05,TRADE
VIC1,01-01-2020 08:30,3357.29,29.24,TRADE
VIC1,01-01-2020 09:00,3301.41,6.08,TRADE
VIC1,01-01-2020 09:30,3245.13,20.97,TRADE
VIC1,01-01-2020 10:00,3169.12,11.15,TRADE
VIC1,01-01-2020 10:30,3146.34,19.22,TRADE
VIC1,01-01-2020 11:00,3095.2,27.23,TRADE
VIC1,01-01-2020 11:30,3069.29,29.94,TRADE
VIC1,01-01-2020 12:00,3060.58,30.81,TRADE
VIC1,01-01-2020 12:30,3068.81,25.68,TRADE
VIC1,01-01-2020 13:00,3085.47,30.72,TRADE
VIC1,01-01-2020 13:30,3131.31,31.1,TRADE
VIC1,01-01-2020 14:00,3187.66,34.07,TRADE
VIC1,01-01-2020 14:30,3273.67,34.32,TRADE
VIC1,01-01-2020 15:00,3381.79,37.67,TRADE
VIC1,01-01-2020 15:30,3565.42,37.34,TRADE
VIC1,01-01-2020 16:00,3775.71,44.44,TRADE
VIC1,01-01-2020 16:30,3980.79,53.01,TRADE
VIC1,01-01-2020 17:00,4155.4,55.96,TRADE
VIC1,01-01-2020 17:30,4306.64,55.12,TRADE
VIC1,01-01-2020 18:00,4460.98,59.04,TRADE
VIC1,01-01-2020 18:30,4511.73,64.14,TRADE
VIC1,01-01-2020 19:00,4473.78,69.65,TRADE
VIC1,01-01-2020 19:30,4375.39,70.77,TRADE
VIC1,01-01-2020 20:00,4362.22,70.45,TRADE
VIC1,01-01-2020 20:30,4368.19,73.03,TRADE
VIC1,01-01-2020 21:00,4290.62,66.76,TRADE
VIC1,01-01-2020 21:30,4201.61,65.24,TRADE
VIC1,01-01-2020 22:00,4084.88,63.15,TRADE
VIC1,01-01-2020 22:30,3989.79,64.08,TRADE
VIC1,01-01-2020 23:00,3949.52,60.39,TRADE
VIC1,01-01-2020 23:30,4161.55,67.81,TRADE
VIC1,02-01-2020 00:00,4179.68,70.44,TRADE
VIC1,02-01-2020 00:30,4009.42,67.09,TRADE
VIC1,02-01-2020 01:00,3890.59,65.53,TRADE
VIC1,02-01-2020 01:30,3808.22,50.03,TRADE
VIC1,02-01-2020 02:00,3698.75,40.66,TRADE
VIC1,02-01-2020 02:30,3616.33,43.61,TRADE
VIC1,02-01-2020 03:00,3568.79,47.35,TRADE
VIC1,02-01-2020 03:30,3575.64,50.46,TRADE
VIC1,02-01-2020 04:00,3589.27,50.88,TRADE
VIC1,02-01-2020 04:30,3666.17,55.38,TRADE
VIC1,02-01-2020 05:00,3719.43,69.61,TRADE
VIC1,02-01-2020 05:30,3856.54,66.02,TRADE
VIC1,02-01-2020 06:00,3972.69,80.11,TRADE
VIC1,02-01-2020 06:30,4115.17,78.88,TRADE
VIC1,02-01-2020 07:00,4225.19,72.26,TRADE
VIC1,02-01-2020 07:30,4200.02,68.84,TRADE
VIC1,02-01-2020 08:00,4219.34,69.65,TRADE
VIC1,02-01-2020 08:30,4239.15,69.9,TRADE
VIC1,02-01-2020 09:00,4165.28,69.19,TRADE
VIC1,02-01-2020 09:30,4100.04,66.78,TRADE
VIC1,02-01-2020 10:00,4036.73,63.83,TRADE
VIC1,02-01-2020 10:30,3993.03,66.95,TRADE
VIC1,02-01-2020 11:00,3962.8,61.67,TRADE
VIC1,02-01-2020 11:30,3974.35,61.92,TRADE
VIC1,02-01-2020 12:00,3982.7,56.04,TRADE
VIC1,02-01-2020 12:30,4020.25,62.11,TRADE
VIC1,02-01-2020 13:00,4062.5,66.5,TRADE
VIC1,02-01-2020 13:30,4127.72,76.53,TRADE
VIC1,02-01-2020 14:00,4247.99,78.72,TRADE
VIC1,02-01-2020 14:30,4387.02,75.91,TRADE
VIC1,02-01-2020 15:00,4488.84,75.47,TRADE
VIC1,02-01-2020 15:30,4654.34,81.6,TRADE
VIC1,02-01-2020 16:00,4824.55,88.39,TRADE
VIC1,02-01-2020 16:30,5015.51,84.58,TRADE
VIC1,02-01-2020 17:00,5192.69,86.66,TRADE
VIC1,02-01-2020 17:30,5270.39,80.53,TRADE
VIC1,02-01-2020 18:00,5286.76,84.85,TRADE
VIC1,02-01-2020 18:30,5237.23,88.92,TRADE
VIC1,02-01-2020 19:00,5168.97,89.03,TRADE
VIC1,02-01-2020 19:30,5057.75,78.82,TRADE
VIC1,02-01-2020 20:00,4977.65,76.55,TRADE
VIC1,02-01-2020 20:30,4893.97,67.41,TRADE
VIC1,02-01-2020 21:00,4726.28,56.82,TRADE
VIC1,02-01-2020 21:30,4564.58,54.59,TRADE
VIC1,02-01-2020 22:00,4399.96,60.49,TRADE
VIC1,02-01-2020 22:30,4288.14,68.47,TRADE
VIC1,02-01-2020 23:00,4259.02,62.16,TRADE
VIC1,02-01-2020 23:30,4458.94,80.3,TRADE
VIC1,03-01-2020 00:00,4416.13,82.11,TRADE
VIC1,03-01-2020 00:30,4249.93,68.24,TRADE
VIC1,03-01-2020 01:00,4117.15,56.34,TRADE
VIC1,03-01-2020 01:30,3999.88,46.55,TRADE
VIC1,03-01-2020 02:00,3868.89,48.25,TRADE
VIC1,03-01-2020 02:30,3764.29,50.36,TRADE
VIC1,03-01-2020 03:00,3730.57,45.92,TRADE
VIC1,03-01-2020 03:30,3734.79,49.12,TRADE
VIC1,03-01-2020 04:00,3757.03,47.65,TRADE
VIC1,03-01-2020 04:30,3820.95,46.52,TRADE
VIC1,03-01-2020 05:00,3880.27,41.95,TRADE
VIC1,03-01-2020 05:30,3977.67,45.63,TRADE
VIC1,03-01-2020 06:00,4096.8,48.55,TRADE
VIC1,03-01-2020 06:30,4244.53,47.93,TRADE
VIC1,03-01-2020 07:00,4367.11,47.72,TRADE
VIC1,03-01-2020 07:30,4329.36,42.02,TRADE
VIC1,03-01-2020 08:00,4412.77,40.74,TRADE
VIC1,03-01-2020 08:30,4425.89,42.07,TRADE
VIC1,03-01-2020 09:00,4348.89,44.76,TRADE
VIC1,03-01-2020 09:30,4322.32,44.72,TRADE
VIC1,03-01-2020 10:00,4328.7,43.28,TRADE
VIC1,03-01-2020 10:30,4341.1,44.75,TRADE
VIC1,03-01-2020 11:00,4390.27,48.85,TRADE
VIC1,03-01-2020 11:30,4464.44,62.15,TRADE
VIC1,03-01-2020 12:00,4515.37,58.59,TRADE
VIC1,03-01-2020 12:30,4654.38,64.92,TRADE
VIC1,03-01-2020 13:00,4794.03,67.01,TRADE
VIC1,03-01-2020 13:30,4924.3,70.29,TRADE
VIC1,03-01-2020 14:00,5109.02,73.62,TRADE
VIC1,03-01-2020 14:30,5376.68,81.37,TRADE
VIC1,03-01-2020 15:00,5638.42,69.3,TRADE
VIC1,03-01-2020 15:30,5890.11,65.75,TRADE
VIC1,03-01-2020 16:00,6150.81,72.19,TRADE
VIC1,03-01-2020 16:30,6405.5,86.63,TRADE
VIC1,03-01-2020 17:00,6688.78,83.32,TRADE
VIC1,03-01-2020 17:30,6776.93,78.49,TRADE
VIC1,03-01-2020 18:00,6889.7,92.43,TRADE
VIC1,03-01-2020 18:30,6864.66,86.46,TRADE
VIC1,03-01-2020 19:00,6793.83,97.28,TRADE
VIC1,03-01-2020 19:30,6609.41,86.99,TRADE
VIC1,03-01-2020 20:00,6403.67,84.7,TRADE
VIC1,03-01-2020 20:30,6213.22,74,TRADE
VIC1,03-01-2020 21:00,5886.42,78.65,TRADE
VIC1,03-01-2020 21:30,5608.82,70.55,TRADE
VIC1,03-01-2020 22:00,5304.64,71.38,TRADE
VIC1,03-01-2020 22:30,5071.9,69.7,TRADE
VIC1,03-01-2020 23:00,4887.78,65.22,TRADE
VIC1,03-01-2020 23:30,4996.32,69.8,TRADE
VIC1,04-01-2020 00:00,4881.77,71.25,TRADE
VIC1,04-01-2020 00:30,4551.19,68.53,TRADE
VIC1,04-01-2020 01:00,4300.68,59.97,TRADE
VIC1,04-01-2020 01:30,4162.92,48.96,TRADE
VIC1,04-01-2020 02:00,4072.21,47.32,TRADE
VIC1,04-01-2020 02:30,4000.75,42.62,TRADE
VIC1,04-01-2020 03:00,3949.76,42.97,TRADE
VIC1,04-01-2020 03:30,3947.3,47.6,TRADE
VIC1,04-01-2020 04:00,3945.15,47.81,TRADE
VIC1,04-01-2020 04:30,3991.48,45.81,TRADE
VIC1,04-01-2020 05:00,3997.35,45.22,TRADE
VIC1,04-01-2020 05:30,4017.21,42.36,TRADE
VIC1,04-01-2020 06:00,4010.12,43.23,TRADE
VIC1,04-01-2020 06:30,4097.79,38.09,TRADE
VIC1,04-01-2020 07:00,4148.58,28.72,TRADE
VIC1,04-01-2020 07:30,4161.9,35.63,TRADE
VIC1,04-01-2020 08:00,4215.95,34.29,TRADE
VIC1,04-01-2020 08:30,4272.08,32.13,TRADE
VIC1,04-01-2020 09:00,4251.92,32.16,TRADE
VIC1,04-01-2020 09:30,4354.84,38.87,TRADE
VIC1,04-01-2020 10:00,4402.89,35.95,TRADE
VIC1,04-01-2020 10:30,4442.53,35.18,TRADE
VIC1,04-01-2020 11:00,4517.29,31.88,TRADE
VIC1,04-01-2020 11:30,4530.59,32.43,TRADE
VIC1,04-01-2020 12:00,4576.58,45.43,TRADE
VIC1,04-01-2020 12:30,4752.95,58.79,TRADE
VIC1,04-01-2020 13:00,4853.07,57.24,TRADE
VIC1,04-01-2020 13:30,4736.34,47.25,TRADE
VIC1,04-01-2020 14:00,4483,11.95,TRADE
VIC1,04-01-2020 14:30,4232.17,-13.92,TRADE
VIC1,04-01-2020 15:00,4072.54,3.3,TRADE
VIC1,04-01-2020 15:30,4093.21,-213.7,TRADE
VIC1,04-01-2020 16:00,4092.44,-195.04,TRADE
VIC1,04-01-2020 16:30,4091.98,-10.89,TRADE
VIC1,04-01-2020 17:00,4188.97,-0.26,TRADE
VIC1,04-01-2020 17:30,4274.28,14.15,TRADE
VIC1,04-01-2020 18:00,4347.92,24.11,TRADE
VIC1,04-01-2020 18:30,4331.65,-12.57,TRADE
VIC1,04-01-2020 19:00,4327.25,-4.42,TRADE
VIC1,04-01-2020 19:30,4350.75,53.95,TRADE
VIC1,04-01-2020 20:00,4324.63,71.33,TRADE
VIC1,04-01-2020 20:30,4366.33,122.97,TRADE
VIC1,04-01-2020 21:00,4226.94,50.33,TRADE
VIC1,04-01-2020 21:30,4178.74,83.81,TRADE
VIC1,04-01-2020 22:00,4068.65,16.94,TRADE
VIC1,04-01-2020 22:30,4019.85,15.11,TRADE
VIC1,04-01-2020 23:00,4057.91,20.2,TRADE
VIC1,04-01-2020 23:30,4218.82,36.64,TRADE
VIC1,05-01-2020 00:00,4243.22,40.43,TRADE
VIC1,05-01-2020 00:30,4046.89,31.73,TRADE
VIC1,05-01-2020 01:00,3886.06,15.61,TRADE
VIC1,05-01-2020 01:30,3765.07,27.46,TRADE
VIC1,05-01-2020 02:00,3651.9,32.11,TRADE
VIC1,05-01-2020 02:30,3577.78,36.73,TRADE
VIC1,05-01-2020 03:00,3516.92,26.63,TRADE
VIC1,05-01-2020 03:30,3459.91,-0.01,TRADE
VIC1,05-01-2020 04:00,3440.09,-0.56,TRADE
VIC1,05-01-2020 04:30,3478.62,0.08,TRADE
VIC1,05-01-2020 05:00,3475.63,-24.15,TRADE
VIC1,05-01-2020 05:30,3523.81,-8.19,TRADE
VIC1,05-01-2020 06:00,3544.68,-12.49,TRADE
VIC1,05-01-2020 06:30,3651.28,1.49,TRADE
VIC1,05-01-2020 07:00,3744.85,2.47,TRADE
VIC1,05-01-2020 07:30,3806.41,7.13,TRADE
VIC1,05-01-2020 08:00,3892.02,29.69,TRADE
VIC1,05-01-2020 08:30,4011.76,37.06,TRADE
VIC1,05-01-2020 09:00,4146.63,34.53,TRADE
VIC1,05-01-2020 09:30,4226,35.68,TRADE
VIC1,05-01-2020 10:00,4210.66,31.33,TRADE
VIC1,05-01-2020 10:30,4166.76,29.28,TRADE
VIC1,05-01-2020 11:00,4063.94,-18.47,TRADE
VIC1,05-01-2020 11:30,4008.42,-8.07,TRADE
VIC1,05-01-2020 12:00,3995.14,-5.9,TRADE
VIC1,05-01-2020 12:30,3966.51,-5.9,TRADE
VIC1,05-01-2020 13:00,3985.91,8.62,TRADE
VIC1,05-01-2020 13:30,3850.14,-36.67,TRADE
VIC1,05-01-2020 14:00,3860.36,-27.07,TRADE
VIC1,05-01-2020 14:30,3852.94,-39.54,TRADE
VIC1,05-01-2020 15:00,3975.56,-1.34,TRADE
VIC1,05-01-2020 15:30,4103.74,14.3,TRADE
VIC1,05-01-2020 16:00,4205.27,40.13,TRADE
VIC1,05-01-2020 16:30,4317.07,20.36,TRADE
VIC1,05-01-2020 17:00,4430.75,43.19,TRADE
VIC1,05-01-2020 17:30,4474.27,41.85,TRADE
VIC1,05-01-2020 18:00,4487.48,44.17,TRADE
VIC1,05-01-2020 18:30,4490.16,46.66,TRADE
VIC1,05-01-2020 19:00,4424.31,44.95,TRADE
VIC1,05-01-2020 19:30,4381.71,39.86,TRADE
VIC1,05-01-2020 20:00,4382.27,42.62,TRADE
VIC1,05-01-2020 20:30,4373.05,46.76,TRADE
VIC1,05-01-2020 21:00,4253.3,43.46,TRADE
VIC1,05-01-2020 21:30,4125.7,39.61,TRADE
VIC1,05-01-2020 22:00,4012.7,23.28,TRADE
VIC1,05-01-2020 22:30,3913.41,14.8,TRADE
VIC1,05-01-2020 23:00,3870.85,28.62,TRADE
VIC1,05-01-2020 23:30,4070.49,38.49,TRADE
VIC1,06-01-2020 00:00,4115.31,38,TRADE
VIC1,06-01-2020 00:30,3988.06,39.4,TRADE
VIC1,06-01-2020 01:00,3860.23,32.91,TRADE
VIC1,06-01-2020 01:30,3756.9,35.84,TRADE
VIC1,06-01-2020 02:00,3622.54,30.39,TRADE
VIC1,06-01-2020 02:30,3542.29,33.66,TRADE
VIC1,06-01-2020 03:00,3540.52,32.81,TRADE
VIC1,06-01-2020 03:30,3509.63,36.03,TRADE
VIC1,06-01-2020 04:00,3524.74,37.37,TRADE
VIC1,06-01-2020 04:30,3639.71,36.82,TRADE
VIC1,06-01-2020 05:00,3807.27,39.41,TRADE
VIC1,06-01-2020 05:30,4045.85,53.55,TRADE
VIC1,06-01-2020 06:00,4244.79,51.5,TRADE
VIC1,06-01-2020 06:30,4490.29,58.6,TRADE
VIC1,06-01-2020 07:00,4717.51,81.42,TRADE
VIC1,06-01-2020 07:30,4842.92,78.62,TRADE
VIC1,06-01-2020 08:00,4945.07,86.69,TRADE
VIC1,06-01-2020 08:30,5048.5,100.62,TRADE
VIC1,06-01-2020 09:00,5089.22,70.11,TRADE
VIC1,06-01-2020 09:30,5106.57,68.83,TRADE
VIC1,06-01-2020 10:00,5095.48,69.51,TRADE
VIC1,06-01-2020 10:30,5087.46,67.18,TRADE
VIC1,06-01-2020 11:00,5048.88,65.64,TRADE
VIC1,06-01-2020 11:30,5041.26,64.28,TRADE
VIC1,06-01-2020 12:00,5013.97,58.85,TRADE
VIC1,06-01-2020 12:30,4993.76,52.96,TRADE
VIC1,06-01-2020 13:00,5006.6,52.94,TRADE
VIC1,06-01-2020 13:30,5007.88,51.94,TRADE
VIC1,06-01-2020 14:00,4994.93,63.32,TRADE
VIC1,06-01-2020 14:30,4986.67,62.81,TRADE
VIC1,06-01-2020 15:00,5002.46,52.97,TRADE
VIC1,06-01-2020 15:30,5009.62,48.51,TRADE
VIC1,06-01-2020 16:00,5071.82,55.72,TRADE
VIC1,06-01-2020 16:30,5167.46,52.02,TRADE
VIC1,06-01-2020 17:00,5216.36,59.47,TRADE
VIC1,06-01-2020 17:30,5153.63,55.59,TRADE
VIC1,06-01-2020 18:00,5119.95,51.26,TRADE
VIC1,06-01-2020 18:30,5004.84,60.95,TRADE
VIC1,06-01-2020 19:00,4912.9,57.77,TRADE
VIC1,06-01-2020 19:30,4892.43,55.81,TRADE
VIC1,06-01-2020 20:00,4880.52,64.02,TRADE
VIC1,06-01-2020 20:30,4806.88,61.19,TRADE
VIC1,06-01-2020 21:00,4676.4,55.3,TRADE
VIC1,06-01-2020 21:30,4531.87,52.96,TRADE
VIC1,06-01-2020 22:00,4402.47,49.6,TRADE
VIC1,06-01-2020 22:30,4270.94,49.58,TRADE
VIC1,06-01-2020 23:00,4243.19,44.19,TRADE
VIC1,06-01-2020 23:30,4428.63,52.25,TRADE
VIC1,07-01-2020 00:00,4461.26,65.04,TRADE
VIC1,07-01-2020 00:30,4300,56.24,TRADE
VIC1,07-01-2020 01:00,4189.14,51.88,TRADE
VIC1,07-01-2020 01:30,4105.52,42.22,TRADE
VIC1,07-01-2020 02:00,3961.5,40.8,TRADE
VIC1,07-01-2020 02:30,3883.58,33.88,TRADE
VIC1,07-01-2020 03:00,3832.76,41.06,TRADE
VIC1,07-01-2020 03:30,3825.88,40.05,TRADE
VIC1,07-01-2020 04:00,3829.37,39.09,TRADE
VIC1,07-01-2020 04:30,3896.52,43.77,TRADE
VIC1,07-01-2020 05:00,4018.3,44.89,TRADE
VIC1,07-01-2020 05:30,4228.7,45.95,TRADE
VIC1,07-01-2020 06:00,4395.03,78.04,TRADE
VIC1,07-01-2020 06:30,4641.1,76.36,TRADE
VIC1,07-01-2020 07:00,4809.4,87.71,TRADE
VIC1,07-01-2020 07:30,4794.06,69.57,TRADE
VIC1,07-01-2020 08:00,4872.88,69.69,TRADE
VIC1,07-01-2020 08:30,4875.26,69,TRADE
VIC1,07-01-2020 09:00,4822.66,67.38,TRADE
VIC1,07-01-2020 09:30,4841.18,67.46,TRADE
VIC1,07-01-2020 10:00,4796.07,64.23,TRADE
VIC1,07-01-2020 10:30,4768.47,56.4,TRADE
VIC1,07-01-2020 11:00,4752.06,47.34,TRADE
VIC1,07-01-2020 11:30,4750.1,41.71,TRADE
VIC1,07-01-2020 12:00,4727.34,47.48,TRADE
VIC1,07-01-2020 12:30,4684.61,46.59,TRADE
VIC1,07-01-2020 13:00,4691.04,46.07,TRADE
VIC1,07-01-2020 13:30,4719.66,60.6,TRADE
VIC1,07-01-2020 14:00,4679.05,58.82,TRADE
VIC1,07-01-2020 14:30,4678.33,50.39,TRADE
VIC1,07-01-2020 15:00,4697.66,55.93,TRADE
VIC1,07-01-2020 15:30,4765.64,58.56,TRADE
VIC1,07-01-2020 16:00,4829.28,66.68,TRADE
VIC1,07-01-2020 16:30,4895.14,77.23,TRADE
VIC1,07-01-2020 17:00,4894.81,92.93,TRADE
VIC1,07-01-2020 17:30,4933.49,71,TRADE
VIC1,07-01-2020 18:00,4965.84,71,TRADE
VIC1,07-01-2020 18:30,4920,70.69,TRADE
VIC1,07-01-2020 19:00,4844.11,71,TRADE
VIC1,07-01-2020 19:30,4781.76,71,TRADE
VIC1,07-01-2020 20:00,4749.88,70.8,TRADE
VIC1,07-01-2020 20:30,4721.48,68.21,TRADE
VIC1,07-01-2020 21:00,4596.74,61.56,TRADE
VIC1,07-01-2020 21:30,4520.99,60.29,TRADE
VIC1,07-01-2020 22:00,4387.15,47.07,TRADE
VIC1,07-01-2020 22:30,4345.89,50.56,TRADE
VIC1,07-01-2020 23:00,4358.4,48.83,TRADE
VIC1,07-01-2020 23:30,4634.03,54.61,TRADE
VIC1,08-01-2020 00:00,4564.74,54.1,TRADE
VIC1,08-01-2020 00:30,4282.84,46.54,TRADE
VIC1,08-01-2020 01:00,4161.22,43.96,TRADE
VIC1,08-01-2020 01:30,4079.21,42.17,TRADE
VIC1,08-01-2020 02:00,3956.46,35.77,TRADE
VIC1,08-01-2020 02:30,3851.52,37.09,TRADE
VIC1,08-01-2020 03:00,3816.91,41.37,TRADE
VIC1,08-01-2020 03:30,3814.52,43.62,TRADE
VIC1,08-01-2020 04:00,3832.52,41.88,TRADE
VIC1,08-01-2020 04:30,3897.05,45.74,TRADE
VIC1,08-01-2020 05:00,4022.05,46.91,TRADE
VIC1,08-01-2020 05:30,4253.72,48.55,TRADE
VIC1,08-01-2020 06:00,4448.99,57.42,TRADE
VIC1,08-01-2020 06:30,4631.84,59.61,TRADE
VIC1,08-01-2020 07:00,4792.68,60.99,TRADE
VIC1,08-01-2020 07:30,4707.15,58.04,TRADE
VIC1,08-01-2020 08:00,4652.08,54.21,TRADE
VIC1,08-01-2020 08:30,4647.97,58.89,TRADE
VIC1,08-01-2020 09:00,4557.47,53.75,TRADE
VIC1,08-01-2020 09:30,4522.53,52.89,TRADE
VIC1,08-01-2020 10:00,4493.52,52.97,TRADE
VIC1,08-01-2020 10:30,4486.95,47.23,TRADE
VIC1,08-01-2020 11:00,4445.37,46.07,TRADE
VIC1,08-01-2020 11:30,4439.77,47.9,TRADE
VIC1,08-01-2020 12:00,4428.65,47.69,TRADE
VIC1,08-01-2020 12:30,4490.48,51.27,TRADE
VIC1,08-01-2020 13:00,4546.74,53.67,TRADE
VIC1,08-01-2020 13:30,4572.05,60.86,TRADE
VIC1,08-01-2020 14:00,4620.56,58.17,TRADE
VIC1,08-01-2020 14:30,4630.62,56.7,TRADE
VIC1,08-01-2020 15:00,4719.78,59.24,TRADE
VIC1,08-01-2020 15:30,4785.97,59.82,TRADE
VIC1,08-01-2020 16:00,4896.56,60.72,TRADE
VIC1,08-01-2020 16:30,5050.39,62.96,TRADE
VIC1,08-01-2020 17:00,5189.3,60.67,TRADE
VIC1,08-01-2020 17:30,5261.9,61,TRADE
